phase,name,p,seed,variant,view,test_a,truth,rtol,event,previous_step,step,old_classes,new_classes,previous_margin,current_margin,previous_tolerance,current_tolerance,current_normalized_margin
confirmation,p23_s102_cross,23,102,cross,point,14,5,1e-08,leader_group_replaced,0,1,12,17,6.427763530325592e-06,-1.0564621430120269e-05,1.925957810778921e-10,1.9273381448286796e-10,-0.000548145713738227
confirmation,p23_s102_cross,23,102,cross,point,14,5,1e-08,leader_group_replaced,2,3,17,0,2.6294670263382613e-06,-2.916059289859163e-05,1.925305271759291e-10,1.9166751649447385e-10,-0.0015214154924072588
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,wrong_to_correct,9,10,7,7,-1.1755199702534469e-05,0.00018003211068062797,1.386274899412051e-11,1.4006430980162057e-11,0.128535321336046
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,leader_group_replaced,2,3,8,4,3.2002832597299857e-06,-8.512666553883719e-07,1.9246887497786585e-10,1.9149046856204094e-10,-4.445477948750072e-05
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,leader_group_replaced,3,4,4,12,2.54562806389913e-07,-6.479067539189032e-05,1.9149046856204094e-10,1.8748430061286614e-10,-0.003455792041258736
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,leader_group_replaced,5,6,12,2,1.2762247820319317e-05,-1.0072735499022656e-05,1.7070400651395788e-10,1.1171914143446207e-10,-0.0009016123262038884
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,leader_group_replaced,6,7,2,12,1.0072735499022656e-05,-5.7598919243062596e-05,1.1171914143446207e-10,2.7197041427648885e-11,-0.021178376845250067
confirmation,p23_s102_cross,23,102,cross,point,15,7,1e-08,leader_group_replaced,9,10,12,7,1.1755199702534469e-05,-0.00018003211068062797,1.386274899412051e-11,1.4006430980162057e-11,-0.128535321336046
confirmation,p23_s102_cross,23,102,cross,point,16,9,1e-08,leader_group_replaced,0,1,15,20,1.2160825839657718e-06,-1.1082797460204574e-05,1.9265886164811286e-10,1.927785211485773e-10,-0.0005748979395719555
confirmation,p23_s102_cross,23,102,cross,point,16,9,1e-08,leader_group_replaced,2,3,20,22,1.6932354220955403e-06,-3.410533252434789e-05,1.9252825739709976e-10,1.9156422470468612e-10,-0.0017803602200214782
confirmation,p23_s102_cross,23,102,cross,point,16,9,1e-08,leader_group_replaced,4,5,22,4,2.5234582427202668e-05,-9.021712127221804e-05,1.875901543224617e-10,1.708833740824324e-10,-0.0052794557549348375
confirmation,p23_s102_cross,23,102,cross,point,17,11,1e-08,leader_group_replaced,1,2,15,16,4.838353341085622e-06,-1.4322711283654144e-05,1.9269644850455847e-10,1.9242619222800125e-10,-0.0007443223356352394
confirmation,p23_s102_cross,23,102,cross,point,18,13,1e-08,leader_group_replaced,2,3,19,11,1.3628273116239598e-05,-5.598300969111847e-05,1.9252480027623216e-10,1.9156487638305817e-10,-0.002922404709471551
confirmation,p23_s102_cross,23,102,cross,point,18,13,1e-08,leader_group_replaced,5,6,11,8,0.00013599429598798451,-0.00014770835342403643,1.7088026419779443e-10,1.119451403083978e-10,-0.013194708856241058
confirmation,p23_s102_cross,23,102,cross,point,19,15,1e-08,wrong_to_correct,9,10,15,15,-4.609759117002454e-05,0.00015128840660594278,1.2806131084607148e-11,1.2955650114153701e-11,0.11677407561405526
confirmation,p23_s102_cross,23,102,cross,point,19,15,1e-08,leader_group_replaced,1,2,11,2,6.580474988027163e-06,-3.054204140795491e-05,1.928135398893715e-10,1.9258855928781905e-10,-0.0015858699769548904
confirmation,p23_s102_cross,23,102,cross,point,19,15,1e-08,leader_group_replaced,3,4,2,13,1.376968748434404e-05,-2.5682787193725964e-05,1.9167691395846193e-10,1.878082022312886e-10,-0.001367500827365209
confirmation,p23_s102_cross,23,102,cross,point,19,15,1e-08,leader_group_replaced,5,6,13,20,3.99349435986629e-05,-0.0003779918463133747,1.713016736684139e-10,1.1262740224206198e-10,-0.033561268287177926
confirmation,p23_s102_cross,23,102,cross,point,19,15,1e-08,leader_group_replaced,9,10,20,15,4.609759117002454e-05,-0.00015128840660594278,1.2806131084607148e-11,1.2955650114153701e-11,-0.11677407561405526
confirmation,p23_s102_cross,23,102,cross,point,21,19,1e-08,leader_group_replaced,3,4,6,21,2.259364961787469e-05,-6.003729044579131e-06,1.9154206586314404e-10,1.8758533627335674e-10,-0.0003200532175836101
confirmation,p23_s102_cross,23,102,cross,point,21,19,1e-08,leader_group_replaced,4,5,21,1,6.003729044579131e-06,-0.00010357651459180772,1.8758533627335674e-10,1.7092779308394e-10,-0.00605966488673629
confirmation,p23_s102_cross,23,102,cross,point,22,21,1e-08,leader_group_replaced,2,3,18,0,2.3474399121425904e-05,-4.1790613458658754e-07,1.9248536115915617e-10,1.915230791654488e-10,-2.182014493540885e-05
confirmation,p23_s102_cross,23,102,cross,point,22,21,1e-08,leader_group_replaced,4,5,0,16,2.0202299193528006e-05,-4.6375885183636e-05,1.8756197117023028e-10,1.7089945661068531e-10,-0.0027136356137914363
confirmation,p23_s102_cross,23,102,cross,point,22,21,1e-08,leader_group_replaced,5,6,16,18,2.7936329884070688e-05,-0.00010654134632659407,1.7089945661068531e-10,1.1212211359175225e-10,-0.009502259894468427
confirmation,p23_s102_cross,23,102,cross,point,22,21,1e-08,leader_group_replaced,6,7,18,16,0.00010654134632659407,-0.0005383268686998122,1.1212211359175225e-10,2.7767392704063252e-11,-0.19387015354201326
confirmation,p23_s103_cross,23,103,cross,profile,-1,0,1e-08,wrong_to_correct,8,9,0,0,-0.0013222031300818352,0.00034740860453581074,5.038405930804423e-12,5.562885972483285e-12,0.6245114608752743
confirmation,p23_s103_cross,23,103,cross,profile,-1,0,1e-08,leader_group_replaced,0,1,10,20,2.7711892620213563e-06,-6.840057511350861e-06,1.9263528045677576e-10,1.9276082379002273e-10,-0.0003548468706899613
confirmation,p23_s103_cross,23,103,cross,profile,-1,0,1e-08,leader_group_replaced,2,3,20,3,3.290099480982023e-07,-7.38728274621292e-07,1.9253292047816443e-10,1.9164623306174678e-10,-3.854645420467409e-05
confirmation,p23_s103_cross,23,103,cross,profile,-1,0,1e-08,leader_group_replaced,8,9,3,0,1.1039664784620595e-06,-0.00034740860453581074,5.038405930804423e-12,5.562885972483285e-12,-0.6245114608752743
confirmation,p23_s103_cross,23,103,cross,point,0,0,1e-08,wrong_to_correct,8,9,0,0,-0.0010272813475697973,0.0006177835019602895,4.510608830725673e-12,5.298207875569415e-12,1.1660235243108394
confirmation,p23_s103_cross,23,103,cross,point,0,0,1e-08,leader_group_replaced,3,4,12,1,3.3107377966246077e-05,-2.982435430709529e-05,1.9156375206495162e-10,1.8781100510654857e-10,-0.00158799822673732
confirmation,p23_s103_cross,23,103,cross,point,0,0,1e-08,leader_group_replaced,6,7,1,15,5.926548566392853e-05,-0.00021356389990145885,1.1497544586959327e-10,2.862916189476441e-11,-0.07459663006778924
confirmation,p23_s103_cross,23,103,cross,point,0,0,1e-08,leader_group_replaced,7,8,15,3,7.21349278141048e-05,-0.00011760904250479598,2.862916189476441e-11,4.510608830725673e-12,-0.2607387315514009
confirmation,p23_s103_cross,23,103,cross,point,0,0,1e-08,leader_group_replaced,8,9,3,0,5.566170770521239e-05,-0.0006401148760595277,4.510608830725673e-12,5.298207875569415e-12,-1.2081724445187656
confirmation,p23_s103_cross,23,103,cross,point,1,2,1e-08,wrong_to_correct,8,9,2,2,-0.0014459031765010621,0.00017836900111767306,5.207572481360633e-12,5.54759648279181e-12,0.3215248291236738
confirmation,p23_s103_cross,23,103,cross,point,1,2,1e-08,leader_group_replaced,2,3,10,20,3.176045790809212e-07,-6.0132353970843155e-05,1.925679429648608e-10,1.9174154959157797e-10,-0.003136114947382505
confirmation,p23_s103_cross,23,103,cross,point,1,2,1e-08,leader_group_replaced,4,5,20,0,3.2872253061810852e-06,-4.6997059513387285e-05,1.88149928317867e-10,1.7258124471219502e-10,-0.0027231846422107976
confirmation,p23_s103_cross,23,103,cross,point,1,2,1e-08,leader_group_replaced,8,9,0,2,5.104122024945923e-05,-0.00017836900111767306,5.207572481360633e-12,5.54759648279181e-12,-0.3215248291236738
confirmation,p23_s103_cross,23,103,cross,point,2,4,1e-08,wrong_to_correct,8,9,4,4,-0.0014116148136107398,0.0002527989595986213,5.455182620965304e-12,5.8931652637869635e-12,0.4289697442426246
confirmation,p23_s103_cross,23,103,cross,point,2,4,1e-08,leader_group_replaced,3,4,1,22,3.107288129378105e-05,-4.535172097419604e-06,1.9170924333589086e-10,1.8801690297893157e-10,-0.00024121087123362507
confirmation,p23_s103_cross,23,103,cross,point,2,4,1e-08,leader_group_replaced,4,5,22,5,4.535172097419604e-06,-5.8416928890636655e-05,1.8801690297893157e-10,1.7226329086100047e-10,-0.003391142047656188
confirmation,p23_s103_cross,23,103,cross,point,2,4,1e-08,leader_group_replaced,6,7,5,1,0.00030887972710047507,-0.00010910227662286331,1.1546356560037317e-10,2.9229386202882356e-11,-0.03732622911257184
confirmation,p23_s103_cross,23,103,cross,point,2,4,1e-08,leader_group_replaced,8,9,1,4,5.8063025985433114e-05,-0.0002527989595986213,5.455182620965304e-12,5.8931652637869635e-12,-0.4289697442426246
confirmation,p23_s103_cross,23,103,cross,point,3,6,1e-08,wrong_to_correct,8,9,6,6,-0.001299257119631747,0.0003968188990111088,4.840702415065772e-12,5.301496139350373e-12,0.7485036083789992
confirmation,p23_s103_cross,23,103,cross,point,3,6,1e-08,leader_group_replaced,5,6,0,21,0.00011388169916948243,-0.0005433532605838565,1.7239542477688805e-10,1.1569025645847304e-10,-0.04696620763209154
confirmation,p23_s103_cross,23,103,cross,point,3,6,1e-08,leader_group_replaced,8,9,21,6,4.289042910521346e-05,-0.0003968188990111088,4.840702415065772e-12,5.301496139350373e-12,-0.7485036083789992
confirmation,p23_s103_cross,23,103,cross,point,4,8,1e-08,wrong_to_correct,8,9,8,8,-0.001649811766549547,4.0350077894046876e-05,5.45744507921021e-12,5.786362199385359e-12,0.06973306630949054
confirmation,p23_s103_cross,23,103,cross,point,4,8,1e-08,leader_group_replaced,1,2,15,11,1.3198639045697291e-05,-1.896940625911725e-05,1.926840656144271e-10,1.9247310732559486e-10,-0.0009855613868709398
confirmation,p23_s103_cross,23,103,cross,point,4,8,1e-08,leader_group_replaced,8,9,11,8,0.00012871156974725295,-4.0350077894046876e-05,5.45744507921021e-12,5.786362199385359e-12,-0.06973306630949054
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,wrong_to_correct,8,9,10,10,-0.0014595297491908354,0.00020497691924070693,5.537087450419836e-12,5.997969574157104e-12,0.3417438463240494
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,leader_group_replaced,2,3,12,15,9.55880217290428e-06,-4.165280582668629e-06,1.9258367976605262e-10,1.9172246133607798e-10,-0.0002172557432051293
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,leader_group_replaced,3,4,15,7,4.165280582668629e-06,-2.7149044008467627e-06,1.9172246133607798e-10,1.8806726920529198e-10,-0.00014435815505372206
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,leader_group_replaced,5,6,7,18,6.344129010926736e-05,-0.00022197149624325618,1.7237837036191047e-10,1.1562609554726145e-10,-0.019197352915244527
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,leader_group_replaced,7,8,18,7,0.00011886691038043296,-0.00015654752014704343,2.926945464512228e-11,5.537087450419836e-12,-0.28272538866109764
confirmation,p23_s103_cross,23,103,cross,point,5,10,1e-08,leader_group_replaced,8,9,7,10,8.088624777613518e-05,-0.00020497691924070693,5.537087450419836e-12,5.997969574157104e-12,-0.3417438463240494
confirmation,p23_s103_cross,23,103,cross,point,6,12,1e-08,wrong_to_correct,8,9,12,12,-0.0013373537983429884,0.00032932860133172426,5.028227646268011e-12,5.595029357843983e-12,0.5886092462946958
confirmation,p23_s103_cross,23,103,cross,point,6,12,1e-08,leader_group_replaced,0,1,17,9,1.3378631535942986e-06,-5.12608045255547e-06,1.9264603831127634e-10,1.9276196784218034e-10,-0.00026592799969506106
confirmation,p23_s103_cross,23,103,cross,point,6,12,1e-08,leader_group_replaced,1,2,9,17,5.12608045255547e-06,-7.970598019824138e-06,1.9276196784218034e-10,1.9252203855972985e-10,-0.0004140096416728552
confirmation,p23_s103_cross,23,103,cross,point,6,12,1e-08,leader_group_replaced,3,4,17,15,1.658521972913718e-05,-1.3160915198540124e-05,1.9161841152132327e-10,1.87890137179519e-10,-0.0007004580121183036
confirmation,p23_s103_cross,23,103,cross,point,6,12,1e-08,leader_group_replaced,8,9,15,12,0.00019701402763239173,-0.00032932860133172426,5.028227646268011e-12,5.595029357843983e-12,-0.5886092462946958
confirmation,p23_s103_cross,23,103,cross,point,7,14,1e-08,wrong_to_correct,8,9,14,14,-0.0011746547143243191,0.00043851500527303244,5.370106658599326e-12,6.105481975338699e-12,0.7182315942365977
confirmation,p23_s103_cross,23,103,cross,point,7,14,1e-08,leader_group_replaced,5,6,20,13,1.9400469656094543e-05,-0.000197949973978373,1.7170658177242788e-10,1.146378159377388e-10,-0.017267423699513087
confirmation,p23_s103_cross,23,103,cross,point,7,14,1e-08,leader_group_replaced,6,7,13,16,3.862810876120726e-05,-0.0002507072364386076,1.146378159377388e-10,2.8543466270256656e-11,-0.08783349368463135
confirmation,p23_s103_cross,23,103,cross,point,7,14,1e-08,leader_group_replaced,8,9,16,14,0.00010708409362081284,-0.00043851500527303244,5.370106658599326e-12,6.105481975338699e-12,-0.7182315942365977
confirmation,p23_s103_cross,23,103,cross,point,8,16,1e-08,wrong_to_correct,8,9,16,16,-0.0014013137107280471,0.00026141618315733695,5.379809320082086e-12,6.166490357312325e-12,0.4239302553150762
confirmation,p23_s103_cross,23,103,cross,point,8,16,1e-08,leader_group_replaced,1,2,7,15,9.463676953203048e-06,-1.1780781282055841e-05,1.9278440910025396e-10,1.9255517367604053e-10,-0.0006118132822479292
confirmation,p23_s103_cross,23,103,cross,point,8,16,1e-08,leader_group_replaced,4,5,15,19,2.5315507034662232e-05,-6.643573488673837e-05,1.8791324245673318e-10,1.7203210389923524e-10,-0.003861821914684711
confirmation,p23_s103_cross,23,103,cross,point,8,16,1e-08,leader_group_replaced,8,9,19,16,0.00044222348130862343,-0.00026141618315733695,5.379809320082086e-12,6.166490357312325e-12,-0.4239302553150762
confirmation,p23_s103_cross,23,103,cross,point,9,18,1e-08,wrong_to_correct,8,9,18,18,-0.0013855404586458064,0.0002813862042341242,4.86898261715761e-12,5.346370934755259e-12,0.5263125354900299
confirmation,p23_s103_cross,23,103,cross,point,9,18,1e-08,leader_group_replaced,3,4,0,12,8.128303043974938e-07,-5.3768819480382035e-05,1.9175747839079065e-10,1.880969138033403e-10,-0.0028585699995375036
confirmation,p23_s103_cross,23,103,cross,point,9,18,1e-08,leader_group_replaced,4,5,12,17,9.452329944537041e-06,-3.7257111564770184e-05,1.880969138033403e-10,1.724049446798744e-10,-0.0021610233763277543
confirmation,p23_s103_cross,23,103,cross,point,9,18,1e-08,leader_group_replaced,6,7,17,15,0.00025345328462655914,-0.00019435701678105488,1.1565388132984171e-10,2.9218907884131e-11,-0.06651755005758157
confirmation,p23_s103_cross,23,103,cross,point,9,18,1e-08,leader_group_replaced,8,9,15,18,0.00011763963251709697,-0.0002813862042341242,4.86898261715761e-12,5.346370934755259e-12,-0.5263125354900299
confirmation,p23_s103_cross,23,103,cross,point,10,20,1e-08,wrong_to_correct,8,9,20,20,-0.00138681558215481,0.0002507656679657799,5.149600220728485e-12,5.6196351057847746e-12,0.44623122897720746
confirmation,p23_s103_cross,23,103,cross,point,10,20,1e-08,leader_group_replaced,0,1,2,14,1.222738113426658e-05,-3.9334260613088645e-06,1.9264404795543032e-10,1.9277389778735175e-10,-0.00020404349896207492
confirmation,p23_s103_cross,23,103,cross,point,10,20,1e-08,leader_group_replaced,3,4,14,19,3.484887767157829e-05,-6.840012868991607e-06,1.9168682114129983e-10,1.8802797389338738e-10,-0.00036377634281534735
confirmation,p23_s103_cross,23,103,cross,point,10,20,1e-08,leader_group_replaced,6,7,19,0,0.00034245614693517723,-0.000167348157006586,1.156533280911614e-10,2.930001640357719e-11,-0.05711537997164901
confirmation,p23_s103_cross,23,103,cross,point,10,20,1e-08,leader_group_replaced,8,9,0,20,2.9858103991031726e-05,-0.0003021305817032527,5.149600220728485e-12,5.6196351057847746e-12,-0.5376338072061719
confirmation,p23_s103_cross,23,103,cross,point,11,22,1e-08,wrong_to_correct,8,9,22,22,-0.0015082351618840306,8.810130782599401e-05,5.290192774154988e-12,5.553866954646447e-12,0.1586305695571032
confirmation,p23_s103_cross,23,103,cross,point,11,22,1e-08,leader_group_replaced,5,6,20,14,4.169766757300408e-05,-0.0002838274573804256,1.721562881263797e-10,1.154371535104434e-10,-0.02458718434656726
confirmation,p23_s103_cross,23,103,cross,point,11,22,1e-08,leader_group_replaced,7,8,14,20,0.00023390586484950404,-2.374257337045549e-05,2.93973516896251e-11,5.290192774154988e-12,-0.044880355752721944
confirmation,p23_s103_cross,23,103,cross,point,11,22,1e-08,leader_group_replaced,8,9,20,22,2.374257337045549e-05,-8.810130782599401e-05,5.290192774154988e-12,5.553866954646447e-12,-0.1586305695571032
confirmation,p23_s103_cross,23,103,cross,point,12,1,1e-08,wrong_to_correct,8,9,1,1,-0.0015963176193629636,3.916503177059383e-05,5.244310670749421e-12,5.4291132078504395e-12,0.07213891158865801
confirmation,p23_s103_cross,23,103,cross,point,12,1,1e-08,leader_group_replaced,2,3,21,19,5.809069172357795e-07,-2.0305548236621007e-05,1.9254978416292204e-10,1.9169441601187415e-10,-0.0010592665482422408
confirmation,p23_s103_cross,23,103,cross,point,12,1,1e-08,leader_group_replaced,5,6,19,21,4.9629149749819135e-06,-0.00019896537672892123,1.7246309323228143e-10,1.1591100134149154e-10,-0.017165357423040355
confirmation,p23_s103_cross,23,103,cross,point,12,1,1e-08,leader_group_replaced,8,9,21,1,3.432206193210163e-05,-7.232117427413698e-05,5.244310670749421e-12,5.4291132078504395e-12,-0.13320992122536945
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,wrong_to_correct,8,9,3,3,-0.001378008829696853,0.0003039085916363149,4.945994165591678e-12,5.3351968646725426e-12,0.5696295738376055
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,0,1,1,14,6.74773047038002e-06,-1.2907278936324929e-05,1.9269243096447698e-10,1.9282471872442982e-10,-0.0006693788546255324
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,2,3,14,9,2.919704780168786e-06,-2.8332614856907412e-05,1.9260951749854997e-10,1.9174919085741122e-10,-0.001477587192426598
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,4,5,9,4,4.645384960610954e-05,-8.941484426472357e-05,1.8810342037695172e-10,1.7244805814790477e-10,-0.00518503050860883
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,5,6,4,11,1.3411992757283997e-05,-0.00021641470224587067,1.7244805814790477e-10,1.1576674692919733e-10,-0.018694029847640913
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,7,8,11,0,9.33033695442731e-05,-0.00017790573068054982,2.939075248640392e-11,4.945994165591678e-12,-0.35969660441212303
confirmation,p23_s103_cross,23,103,cross,point,13,3,1e-08,leader_group_replaced,8,9,0,3,1.6693887927132778e-05,-0.0003039085916363149,4.945994165591678e-12,5.3351968646725426e-12,-0.5696295738376055
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,wrong_to_correct,8,9,5,5,-0.0013946518275709252,0.00022975122332624665,5.129680974468923e-12,5.601401673974725e-12,0.4101673772008148
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,leader_group_replaced,3,4,13,11,3.943296856157019e-06,-0.00011168892112145556,1.9169946497233594e-10,1.8797991984882642e-10,-0.005941534670898673
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,leader_group_replaced,4,5,11,6,3.7902023546365626e-05,-3.6727088861709944e-05,1.8797991984882642e-10,1.721787333847101e-10,-0.0021330792798694965
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,leader_group_replaced,6,7,6,7,0.00020177004575927526,-0.00023764179828411613,1.1533187378466223e-10,2.9112544874708606e-11,-0.08162865847243962
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,leader_group_replaced,7,8,7,8,9.603924892687132e-06,-1.7340734064674734e-05,2.9112544874708606e-11,5.129680974468923e-12,-0.033804702769980786
confirmation,p23_s103_cross,23,103,cross,point,14,5,1e-08,leader_group_replaced,8,9,8,5,1.7340734064674734e-05,-0.000272568148190544,5.129680974468923e-12,5.601401673974725e-12,-0.48660703883628303
confirmation,p23_s103_cross,23,103,cross,point,15,7,1e-08,wrong_to_correct,8,9,7,7,-0.0013401673827058147,0.0003346066993703545,5.247808343475735e-12,5.804934229009376e-12,0.5764177270057645
confirmation,p23_s103_cross,23,103,cross,point,15,7,1e-08,leader_group_replaced,8,9,4,7,9.137756706145694e-05,-0.0003346066993703545,5.247808343475735e-12,5.804934229009376e-12,-0.5764177270057645
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,wrong_to_correct,8,9,9,9,-0.0012835815461080813,0.00039811255654775835,5.054207548400166e-12,5.7664763474865614e-12,0.6903913803813381
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,leader_group_replaced,0,1,18,2,4.546216530343372e-06,-9.602151624932276e-06,1.9263565808219185e-10,1.9276394945318073e-10,-0.0004981300524382795
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,leader_group_replaced,2,3,2,3,2.4233370510273744e-07,-5.5477156859495835e-05,1.9254019103868734e-10,1.9165693782284194e-10,-0.0028946072857939605
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,leader_group_replaced,4,5,3,10,5.9330683441771725e-06,-9.055519801925982e-05,1.8795124661653878e-10,1.7215116999821994e-10,-0.005260213916652217
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,leader_group_replaced,6,7,10,6,9.198993522119281e-05,-0.0003574269855395329,1.1522595161594963e-10,2.8770567321808955e-11,-0.12423355491797775
confirmation,p23_s103_cross,23,103,cross,point,16,9,1e-08,leader_group_replaced,8,9,6,9,0.0001889798856922198,-0.00039811255654775835,5.054207548400166e-12,5.7664763474865614e-12,-0.6903913803813381
confirmation,p23_s103_cross,23,103,cross,point,17,11,1e-08,wrong_to_correct,8,9,11,11,-0.0015727100397100457,0.00010807477829999357,5.7101066413482335e-12,6.3029519924267445e-12,0.1714669228479764
confirmation,p23_s103_cross,23,103,cross,point,17,11,1e-08,leader_group_replaced,1,2,22,14,6.221218921353966e-06,-2.7861185852628978e-05,1.9262781285819938e-10,1.9237300647224092e-10,-0.0014482897763855084
confirmation,p23_s103_cross,23,103,cross,point,17,11,1e-08,leader_group_replaced,8,9,14,11,0.00023347801223039255,-0.00010807477829999357,5.7101066413482335e-12,6.3029519924267445e-12,-0.1714669228479764
confirmation,p23_s103_cross,23,103,cross,point,18,13,1e-08,wrong_to_correct,8,9,13,13,-0.0015435869016486858,7.032034008158661e-05,5.894061550997511e-12,6.2052437675478665e-12,0.11332405738731385
confirmation,p23_s103_cross,23,103,cross,point,18,13,1e-08,leader_group_replaced,1,2,5,7,6.6260752937807865e-06,-6.071096702697787e-06,1.9276831905918055e-10,1.9253987486530212e-10,-0.0003153163315881986
confirmation,p23_s103_cross,23,103,cross,point,18,13,1e-08,leader_group_replaced,5,6,7,11,4.164733493183803e-06,-0.00022218047319810807,1.7225536840126017e-10,1.1554638862740544e-10,-0.019228681730119518
confirmation,p23_s103_cross,23,103,cross,point,18,13,1e-08,leader_group_replaced,8,9,11,13,2.696226317766559e-05,-7.032034008158661e-05,5.894061550997511e-12,6.2052437675478665e-12,-0.11332405738731385
confirmation,p23_s103_cross,23,103,cross,point,19,15,1e-08,wrong_to_correct,8,9,15,15,-0.0014962970189493774,0.00019077133553579984,5.3658015572639145e-12,5.918399850028152e-12,0.3223360035988316
confirmation,p23_s103_cross,23,103,cross,point,19,15,1e-08,leader_group_replaced,2,3,8,12,2.2906749752138467e-05,-4.697967303712858e-05,1.9255886958661216e-10,1.9165981055668947e-10,-0.002451201057784248
confirmation,p23_s103_cross,23,103,cross,point,19,15,1e-08,leader_group_replaced,8,9,12,15,0.00017950533840149774,-0.00019077133553579984,5.3658015572639145e-12,5.918399850028152e-12,-0.3223360035988316
confirmation,p23_s103_cross,23,103,cross,point,20,17,1e-08,wrong_to_correct,8,9,17,17,-0.0013885240544411204,0.0002769581820274425,5.063900903482961e-12,5.514015488860477e-12,0.5022803845708429
confirmation,p23_s103_cross,23,103,cross,point,20,17,1e-08,leader_group_replaced,0,1,13,5,6.044122157433662e-06,-8.27563176164503e-06,1.925913721542202e-10,1.9271785074093638e-10,-0.0004294169808260088
confirmation,p23_s103_cross,23,103,cross,point,20,17,1e-08,leader_group_replaced,2,3,5,20,6.078649374074985e-06,-3.514443765695319e-05,1.924920324231895e-10,1.9160945171487608e-10,-0.0018341703575901762
confirmation,p23_s103_cross,23,103,cross,point,20,17,1e-08,leader_group_replaced,7,8,20,14,0.00015323553790302924,-1.2051266461199361e-05,2.9205040244801e-11,5.063900903482961e-12,-0.02379838525850788
confirmation,p23_s103_cross,23,103,cross,point,20,17,1e-08,leader_group_replaced,8,9,14,17,1.2051266461199361e-05,-0.0002769581820274425,5.063900903482961e-12,5.514015488860477e-12,-0.5022803845708429
confirmation,p23_s103_cross,23,103,cross,point,21,19,1e-08,wrong_to_correct,8,9,19,19,-0.0015380332738583746,7.90634007241664e-05,5.4383246330445294e-12,5.761258911865362e-12,0.13723285471745533
confirmation,p23_s103_cross,23,103,cross,point,21,19,1e-08,leader_group_replaced,0,1,3,0,3.306648638456977e-06,-4.247608572427453e-06,1.92579978871822e-10,1.9270975298150293e-10,-0.00022041482108251965
confirmation,p23_s103_cross,23,103,cross,point,21,19,1e-08,leader_group_replaced,1,2,0,21,4.247608572427453e-06,-5.454490725753658e-06,1.9270975298150293e-10,1.9249050894135427e-10,-0.0002833641386139962
confirmation,p23_s103_cross,23,103,cross,point,21,19,1e-08,leader_group_replaced,7,8,21,22,4.3876222628469463e-05,-1.4587440091418102e-05,2.9436118021050634e-11,5.4383246330445294e-12,-0.026823408081932832
confirmation,p23_s103_cross,23,103,cross,point,21,19,1e-08,leader_group_replaced,8,9,22,19,1.4587440091418102e-05,-0.00012696355861230302,5.4383246330445294e-12,5.761258911865362e-12,-0.22037467948336864
confirmation,p23_s103_cross,23,103,cross,point,22,21,1e-08,wrong_to_correct,8,9,21,21,-0.0012587442670692894,0.00040721556302969475,5.374519169217577e-12,6.090451336619114e-12,0.6686131134178722
confirmation,p23_s103_cross,23,103,cross,point,22,21,1e-08,leader_group_replaced,0,1,15,3,1.3013978232834233e-06,-5.0315626651809e-06,1.9258517717244796e-10,1.9269245213523152e-10,-0.0002611188248125957
confirmation,p23_s103_cross,23,103,cross,point,22,21,1e-08,leader_group_replaced,3,4,3,18,6.129386655118196e-06,-3.5179109390881536e-05,1.914775692034157e-10,1.8765269492784354e-10,-0.0018746924686804342
confirmation,p23_s103_cross,23,103,cross,point,22,21,1e-08,leader_group_replaced,7,8,18,1,0.00011165534347234995,-2.7215989124584894e-06,2.8573393670602394e-11,5.374519169217577e-12,-0.005063892837235335
confirmation,p23_s103_cross,23,103,cross,point,22,21,1e-08,leader_group_replaced,8,9,1,21,2.7215989124584894e-06,-0.00040721556302969475,5.374519169217577e-12,6.090451336619114e-12,-0.6686131134178722
