p,seed,method,chosen_code,test_acc,test_correct,test_n,test_normalized_margin,test_mean_margin,test_mse,validation_acc,validation_normalized_margin,validation_test_gap,online_fits,charged_fits,online_updates,unique_candidates,online_seconds,charged_seconds,peak_cuda_allocated_bytes,final_kernel_condition,relative_solve_residual,near_top_ties_relative_1e8,source
17,2019,unmodified,0,0.6363636363636364,7,11,0.09956977356280339,5.9908659546824913e-05,0.05535626822482958,0.6666666666666666,0.1258492619866643,0.030303030303030276,60,60,59,1,,,,35433.986259955884,3.5398156985248e-14,0,runs/p17-s2019-random_full/unmodified.npz
17,2019,greedy_probe,22,1.0,11,11,1.8904000285315428,0.001202846764451527,0.055226034268989754,1.0,1.832297767345896,0.0,170,170,159,11,1.5530409019999922,1.5530409019999922,21959168,35417.285057793146,3.302960158454929e-14,0,runs/p17-s2019-greedy_probe/selected.npz
23,3000,greedy_probe,708,1.0,15,15,0.8002337256142683,0.0002825756000748423,0.0415556714365401,1.0,0.8216071053012489,0.0,258,258,239,19,3.887808495999991,3.887808495999991,71898624,65041.40957691679,7.540374178028575e-14,0,runs/p23-s3000-greedy_probe/selected.npz
23,3000,random_probe,556,1.0,15,15,0.7867919667449734,0.000292056333012429,0.04155376236720053,1.0,0.6963251785510474,0.0,258,258,239,19,3.9078164770000114,3.9078164770000114,71898624,65039.23909708394,6.44458472897741e-14,0,runs/p23-s3000-random_probe/selected.npz
23,3000,bank,676,1.0,15,15,0.7960522568754239,0.00018816904876784677,0.0415943087624071,1.0,0.7397038978722199,0.0,60,261.0,59,1,1.008918375999997,4.168216693649997,32387584,65029.776353441644,6.397629161996172e-14,0,runs/p23-s3000-bank/selected.npz
23,3000,random_full,556,1.0,15,15,0.7867919667449734,0.000292056333012429,0.04155376236720053,1.0,0.6963251785510474,0.0,240,240,236,4,3.5854237739999917,3.5854237739999917,38864896,65039.23909708394,6.44458472897741e-14,0,runs/p23-s3000-random_full/selected.npz
23,3000,unmodified,0,0.6666666666666666,10,15,0.37716993053926434,7.993378723805863e-05,0.04160540494559515,0.75,0.15772633695622368,0.08333333333333337,60,60,59,1,,,,65045.332658497326,6.73479708040937e-14,0,runs/p23-s3000-random_full/unmodified.npz
23,3001,bank,618,1.0,15,15,2.686137084899116,0.0011440048801177286,0.04150166651000139,1.0,2.7962773880709175,0.0,60,261.0,59,1,0.9918375029999993,4.1511358206499995,32387584,65246.67845765294,6.578230391760827e-14,0,runs/p23-s3001-bank/selected.npz
23,3001,random_full,1009,1.0,15,15,1.2080081674983445,0.0006736162357073102,0.04152367528201969,1.0,1.1346517892560302,0.0,240,240,236,4,3.7218465020000053,3.7218465020000053,38864896,65264.87625225124,6.546359296221045e-14,0,runs/p23-s3001-random_full/selected.npz
23,3001,unmodified,0,0.9333333333333333,14,15,0.5887392779068767,0.0004570695659521178,0.041471783302350435,1.0,0.6746841070914754,0.06666666666666665,60,60,59,1,,,,65263.948041027186,6.26863118908157e-14,0,runs/p23-s3001-random_full/unmodified.npz
23,3001,greedy_probe,624,1.0,15,15,2.179175623255889,0.0017034570632754866,0.041409446271659905,1.0,2.0806099278263863,0.0,258,258,239,19,3.8753593370000203,3.8753593370000203,71898624,65304.57203945706,6.520313794774745e-14,0,runs/p23-s3001-greedy_probe/selected.npz
23,3001,random_probe,829,1.0,15,15,2.172915569798367,0.0014051140626002454,0.04144408968050064,1.0,2.22449149136897,0.0,258,258,239,19,3.892839643000002,3.892839643000002,71898624,65234.543634756774,6.764675893056998e-14,0,runs/p23-s3001-random_probe/selected.npz
23,3002,bank,302,1.0,15,15,2.9078888601398263,0.0018386861819130555,0.04142715093125306,1.0,2.7348940789529665,0.0,60,261.0,59,1,1.0059447309999996,4.16524304865,32387584,65611.88781298567,6.644171105758803e-14,0,runs/p23-s3002-bank/selected.npz
23,3002,random_full,136,1.0,15,15,1.3039087000429783,0.0010240622955667161,0.041467298878690474,1.0,1.234222780374465,0.0,240,240,236,4,3.5588977680000085,3.5588977680000085,38864896,65488.72755089764,6.715559886890344e-14,0,runs/p23-s3002-random_full/selected.npz
23,3002,unmodified,0,1.0,15,15,1.082420890719244,0.0009057503895221081,0.04146930026942016,1.0,1.0424510907665578,0.0,60,60,59,1,,,,65595.95934614957,6.676035041192166e-14,0,runs/p23-s3002-random_full/unmodified.npz
23,3002,random_probe,302,1.0,15,15,2.9078888601398263,0.0018386861819130555,0.04142715093125306,1.0,2.7348940789529665,0.0,258,258,239,19,3.8874052370000243,3.8874052370000243,71898624,65611.88781298567,6.644171105758803e-14,0,runs/p23-s3002-random_probe/selected.npz
23,3002,greedy_probe,192,1.0,15,15,2.9347847349627054,0.0018119818964940698,0.04143747993520581,1.0,2.873923927781441,0.0,258,258,239,19,3.88856078500001,3.88856078500001,71898624,65440.86959563875,6.305634276834876e-14,0,runs/p23-s3002-greedy_probe/selected.npz
23,3003,random_probe,380,1.0,15,15,1.9842622961009502,0.0024887233446860345,0.04130067206183443,1.0,1.9510245516351303,0.0,258,258,239,19,3.9717787100000237,3.9717787100000237,71898624,65554.65751242424,6.38869698102474e-14,0,runs/p23-s3003-random_probe/selected.npz
23,3003,random_full,0,1.0,15,15,0.8852073187568424,0.0008336059685183523,0.041441376270379846,1.0,0.8990255254015695,0.0,240,240,236,4,3.758222716000006,3.758222716000006,38864896,65502.34792891035,6.69707317930088e-14,0,runs/p23-s3003-random_full/selected.npz
23,3003,unmodified,0,1.0,15,15,0.8852073187568424,0.0008336059685183523,0.041441376270379846,1.0,0.8990255254015695,0.0,60,60,59,1,,,,65502.34792891035,6.69707317930088e-14,0,runs/p23-s3003-random_full/unmodified.npz
23,3003,bank,796,1.0,15,15,2.7612379287253543,0.003240251876095028,0.04125003326576977,1.0,2.723022364834238,0.0,60,261.0,59,1,0.998078262000007,4.157376579650007,32387584,65463.57991779535,6.804254938986909e-14,0,runs/p23-s3003-bank/selected.npz
23,3003,greedy_probe,270,1.0,15,15,2.1569035843744078,0.002582214186489807,0.04131656341269087,1.0,2.2328759222662695,0.0,258,258,239,19,3.9025254929999846,3.9025254929999846,71898624,65580.7572460367,7.250074843526404e-14,0,runs/p23-s3003-greedy_probe/selected.npz
23,3004,random_full,902,1.0,15,15,1.1822779092619244,0.003410196026701519,0.04090590095248811,1.0,1.1739711914954962,0.0,240,240,236,4,3.9013751669999976,3.9013751669999976,38864896,66670.9719570871,6.693963512179366e-14,0,runs/p23-s3004-random_full/selected.npz
23,3004,unmodified,0,1.0,15,15,0.6852712742750993,0.0019290538320807418,0.04117931995150776,1.0,0.6713773919724966,0.0,60,60,59,1,,,,66544.04786374567,6.834351534777326e-14,0,runs/p23-s3004-random_full/unmodified.npz
23,3004,bank,321,1.0,15,15,2.0844135454856048,0.005890559051604479,0.04081564278092961,1.0,2.085128366388811,0.0,60,261.0,59,1,1.0544322819999934,4.213730599649994,32387584,66436.08333618376,6.577841323723174e-14,0,runs/p23-s3004-bank/selected.npz
23,3004,random_probe,321,1.0,15,15,2.0844135454856048,0.005890559051604479,0.04081564278092961,1.0,2.085128366388811,0.0,258,258,239,19,4.1270651339999915,4.1270651339999915,71898624,66436.08333618376,6.577841323723174e-14,0,runs/p23-s3004-random_probe/selected.npz
23,3004,greedy_probe,321,1.0,15,15,2.0844135454856048,0.005890559051604479,0.04081564278092961,1.0,2.085128366388811,0.0,258,258,239,19,4.05183125100001,4.05183125100001,71898624,66436.08333618376,6.577841323723174e-14,0,runs/p23-s3004-greedy_probe/selected.npz
23,3005,greedy_probe,24,1.0,15,15,2.701444303452293,0.002340316345401445,0.04137426884319388,1.0,2.657313175425858,0.0,258,258,239,19,4.13927680300003,4.13927680300003,71898624,65309.933842868595,7.522534345812477e-14,0,runs/p23-s3005-greedy_probe/selected.npz
23,3005,bank,999,1.0,15,15,2.9033472152866135,0.0025858920282063533,0.04135544998307883,1.0,2.909099817607738,0.0,60,261.0,59,1,1.065452203999996,4.224750521649996,32387584,65301.361140598055,6.641377421052828e-14,0,runs/p23-s3005-bank/selected.npz
23,3005,random_full,995,1.0,15,15,2.159723863784992,0.0017867550905516145,0.04140408124294433,1.0,2.1787328720731347,0.0,240,240,236,4,3.968644101000052,3.968644101000052,38864896,65298.07202385934,6.499653213559891e-14,0,runs/p23-s3005-random_full/selected.npz
23,3005,unmodified,0,1.0,15,15,1.932980772620162,0.0014163818506748463,0.04144973616096014,1.0,1.904999180166011,0.0,60,60,59,1,,,,65303.84099900722,6.834490184123278e-14,0,runs/p23-s3005-random_full/unmodified.npz
23,3005,random_probe,382,1.0,15,15,2.608549569733279,0.0022578313359827348,0.041367517192428184,1.0,2.611071306570782,0.0,258,258,239,19,3.8814627769999674,3.8814627769999674,71898624,65276.48167287705,7.216298876875317e-14,0,runs/p23-s3005-random_probe/selected.npz
23,3006,random_full,390,1.0,15,15,0.8209529228956696,0.0010715734153440362,0.041338955384010785,1.0,0.7755171610483509,0.0,240,240,236,4,3.709801638999977,3.709801638999977,38864896,65560.14689165195,6.552903466768915e-14,0,runs/p23-s3006-random_full/selected.npz
23,3006,unmodified,0,0.0,0,15,-0.8435597656082832,-0.0006180760687380554,0.04157173457848144,0.0,-0.88263115876209,0.0,60,60,59,1,,,,65503.39641514767,6.721227854538659e-14,0,runs/p23-s3006-random_full/unmodified.npz
23,3006,greedy_probe,623,1.0,15,15,1.4785457395422246,0.0019341758682271727,0.04129107126183788,1.0,1.4873547962569666,0.0,258,258,239,19,4.130550351000011,4.130550351000011,71898624,65536.79398418572,6.841649930067486e-14,0,runs/p23-s3006-greedy_probe/selected.npz
23,3006,bank,280,1.0,15,15,1.6549492946345388,0.0014321601352735552,0.04142200342263136,1.0,1.7280018953957317,0.0,60,261.0,59,1,1.0068725399999607,4.166170857649961,32387584,65389.688156025324,6.74012080369219e-14,0,runs/p23-s3006-bank/selected.npz
23,3006,random_probe,739,1.0,15,15,1.6289435386511324,0.0014549280144365378,0.04141758028072776,1.0,1.5993668999953559,0.0,258,258,239,19,3.873591036999983,3.873591036999983,71898624,65389.389158862374,6.715382798040326e-14,0,runs/p23-s3006-random_probe/selected.npz
23,3007,random_probe,70,1.0,15,15,1.8673918708149626,0.0012996436553835075,0.04145989219460607,1.0,2.0385541408913626,0.0,258,258,239,19,3.9556982769999536,3.9556982769999536,71898624,65337.330656475315,6.868887217426968e-14,0,runs/p23-s3007-random_probe/selected.npz
23,3007,greedy_probe,332,1.0,15,15,2.6772283815168634,0.002958738137423206,0.04132041954310857,1.0,2.7256892186411954,0.0,258,258,239,19,3.8667776100000424,3.8667776100000424,71898624,65390.80189462553,6.779555622260077e-14,0,runs/p23-s3007-greedy_probe/selected.npz
23,3007,bank,95,1.0,15,15,3.235068600218715,0.003973681275488522,0.04122263251349407,1.0,3.3027948784642724,0.0,60,261.0,59,1,1.0557162509999785,4.215014568649979,32387584,65384.35012203399,6.679696892227152e-14,0,runs/p23-s3007-bank/selected.npz
23,3007,random_full,425,1.0,15,15,1.9234421407331737,0.0015200268392513996,0.041419453164307535,1.0,1.8788244156895475,0.0,240,240,236,4,3.7830165070000135,3.7830165070000135,38864896,65342.08126507825,7.44973837573382e-14,0,runs/p23-s3007-random_full/selected.npz
23,3007,unmodified,0,1.0,15,15,0.9523091761446573,0.0006418005774782178,0.04151035647829324,1.0,1.3385533209582445,0.0,60,60,59,1,,,,65337.852086842555,6.370302522376752e-14,0,runs/p23-s3007-random_full/unmodified.npz
23,3008,greedy_probe,251,1.0,15,15,1.1269808448937961,0.0012401225432674286,0.04137400616938866,1.0,1.0951040824406562,0.0,258,258,239,19,3.857548178000002,3.857548178000002,71898624,65448.94917692199,6.86218016929372e-14,0,runs/p23-s3008-greedy_probe/selected.npz
23,3008,random_full,0,1.0,15,15,0.2751557582156928,0.0002815953850813467,0.041490980481180544,1.0,0.3579111140272065,0.0,240,240,236,4,3.7195969690000084,3.7195969690000084,38864896,65484.4446489591,6.694413585275523e-14,0,runs/p23-s3008-random_full/selected.npz
23,3008,unmodified,0,1.0,15,15,0.2751557582156928,0.0002815953850813467,0.041490980481180544,1.0,0.3579111140272065,0.0,60,60,59,1,,,,65484.4446489591,6.694413585275523e-14,0,runs/p23-s3008-random_full/unmodified.npz
23,3008,random_probe,942,1.0,15,15,0.8601018564246935,0.0011740014411731434,0.041377648514002774,1.0,0.8073331730614284,0.0,258,258,239,19,3.893378969999958,3.893378969999958,71898624,65510.27213525807,6.750561839074853e-14,0,runs/p23-s3008-random_probe/selected.npz
23,3008,bank,278,1.0,15,15,1.216083975193287,0.0012762609113015498,0.04136967707270992,1.0,1.2383445598435294,0.0,60,261.0,59,1,0.9700613790000148,4.129359696650015,32387584,65496.523020469715,6.799143708245353e-14,0,runs/p23-s3008-bank/selected.npz
23,3009,random_probe,605,1.0,15,15,1.5573805788487258,0.002952231741303732,0.0411389259573988,1.0,1.7093923250980125,0.0,258,258,239,19,3.8065436519999594,3.8065436519999594,71898624,65757.93306582012,6.94093412958735e-14,0,runs/p23-s3009-random_probe/selected.npz
23,3009,greedy_probe,322,1.0,15,15,1.8480974387348619,0.003431836692041792,0.04113469952155081,1.0,1.8132729227825366,0.0,258,258,239,19,3.8874195180000015,3.8874195180000015,71898624,65804.62243179478,6.549272613148959e-14,0,runs/p23-s3009-greedy_probe/selected.npz
23,3009,bank,207,1.0,15,15,2.1741636436000658,0.0039684900421003795,0.04109052250371071,1.0,2.243740074435205,0.0,60,261.0,59,1,0.9793348789999641,4.138633196649964,32387584,65776.0497650499,7.186157043069143e-14,0,runs/p23-s3009-bank/selected.npz
23,3009,random_full,767,1.0,15,15,1.5598076867179647,0.0028894854314692213,0.041147506043238115,1.0,1.6311197158435577,0.0,240,240,236,4,3.6704317809999907,3.6704317809999907,38864896,65763.17262999396,6.936526854921599e-14,0,runs/p23-s3009-random_full/selected.npz
23,3009,unmodified,0,1.0,15,15,1.3717600751966585,0.0024650529810035797,0.04118471310365998,1.0,1.3181030327053274,0.0,60,60,59,1,,,,65761.41583962437,6.566334749360566e-14,0,runs/p23-s3009-random_full/unmodified.npz
23,3010,random_full,1015,1.0,15,15,1.3596699456888999,0.0011033962619042765,0.04143018123252044,1.0,1.3614223969986967,0.0,240,240,236,4,3.6825079199999777,3.6825079199999777,38864896,65591.43260170035,7.493915470950637e-14,0,runs/p23-s3010-random_full/selected.npz
23,3010,unmodified,0,1.0,15,15,0.3330478462039968,0.000624242361727551,0.041348501312532884,1.0,0.396310404522103,0.0,60,60,59,1,,,,65689.54234519995,7.01488019127483e-14,0,runs/p23-s3010-random_full/unmodified.npz
23,3010,bank,591,1.0,15,15,2.984118731455651,0.002395724625647281,0.041367638660894865,1.0,2.832857237198318,0.0,60,261.0,59,1,1.0093657820000317,4.168664099650032,32387584,65604.58923854178,6.850942932936086e-14,0,runs/p23-s3010-bank/selected.npz
23,3010,random_probe,1007,1.0,15,15,2.6605927278227024,0.0020885804871189416,0.04138666269625497,1.0,2.5887673585056152,0.0,258,258,239,19,3.8520161940000435,3.8520161940000435,71898624,65611.9895313416,6.957971019039737e-14,0,runs/p23-s3010-random_probe/selected.npz
23,3010,greedy_probe,931,1.0,15,15,2.2561902787311845,0.002273429875245247,0.041339768755120826,1.0,2.2534931070937807,0.0,258,258,239,19,3.840367227999991,3.840367227999991,71898624,65610.10740757173,6.591932854438953e-14,0,runs/p23-s3010-greedy_probe/selected.npz
23,3011,random_probe,93,1.0,15,15,1.643212073325348,0.0011957332097132863,0.041457603252643284,1.0,1.7128842358812904,0.0,258,258,239,19,3.8848587950000137,3.8848587950000137,71898624,65272.685930540974,6.422292898466485e-14,0,runs/p23-s3011-random_probe/selected.npz
23,3011,random_full,877,1.0,15,15,1.2964527014809177,0.0009093563816730419,0.04147009341834092,1.0,1.3165688522170653,0.0,240,240,236,4,3.582417458000009,3.582417458000009,38864896,65338.05055181865,6.717930841242635e-14,0,runs/p23-s3011-random_full/selected.npz
23,3011,unmodified,0,0.8666666666666667,13,15,0.21729971517249724,0.00017581754401396199,0.04150017209171708,1.0,0.1839379721823441,0.1333333333333333,60,60,59,1,,,,65326.04920134347,7.276309004219945e-14,0,runs/p23-s3011-random_full/unmodified.npz
23,3011,greedy_probe,587,1.0,15,15,1.9654214183575078,0.0014570529064006543,0.04142488360785063,1.0,2.0389668301724724,0.0,258,258,239,19,3.832629892,3.832629892,71898624,65282.75231032248,6.498163852471823e-14,0,runs/p23-s3011-greedy_probe/selected.npz
23,3011,bank,437,1.0,15,15,2.119011727966512,0.0014959124353862278,0.04143753888051105,1.0,2.157772724620681,0.0,60,261.0,59,1,1.0366269639999928,4.195925281649993,32387584,65396.63524946629,6.42617024279461e-14,0,runs/p23-s3011-bank/selected.npz
23,3012,bank,511,1.0,15,15,0.7404710821530773,0.0007597706543972197,0.0414520115599007,1.0,0.7401029316935233,0.0,60,261.0,59,1,1.0303123109999888,4.189610628649989,32387584,65328.94919671328,6.35297262910332e-14,0,runs/p23-s3012-bank/selected.npz
23,3012,random_probe,21,1.0,15,15,0.7411147140611939,0.0007651675907640941,0.04145274884548762,1.0,0.7430471053096297,0.0,258,258,239,19,4.16269319700001,4.16269319700001,71898624,65341.95717166165,6.27269801279906e-14,0,runs/p23-s3012-random_probe/selected.npz
23,3012,greedy_probe,21,1.0,15,15,0.7411147140611939,0.0007651675907640941,0.04145274884548762,1.0,0.7430471053096297,0.0,258,258,239,19,4.314558255000009,4.314558255000009,71898624,65341.95717166165,6.27269801279906e-14,0,runs/p23-s3012-greedy_probe/selected.npz
23,3012,random_full,3,1.0,15,15,0.6706101997386682,0.0006898721787633404,0.04145873109387924,1.0,0.6744411038133087,0.0,240,240,236,4,3.936560254000028,3.936560254000028,38864896,65332.004244799544,6.340905146921973e-14,0,runs/p23-s3012-random_full/selected.npz
23,3012,unmodified,0,1.0,15,15,0.6208916775431148,0.0006423825480291481,0.041457117494344595,1.0,0.6147144346700674,0.0,60,60,59,1,,,,65331.6701379535,7.268733688574167e-14,0,runs/p23-s3012-random_full/unmodified.npz
23,3013,random_probe,603,1.0,15,15,2.462960160649456,0.005372866267093934,0.04100308501564559,1.0,2.4225331048448036,0.0,258,258,239,19,4.373143064999965,4.373143064999965,71898624,65777.74262116327,6.326464565267307e-14,0,runs/p23-s3013-random_probe/selected.npz
23,3013,random_full,603,1.0,15,15,2.462960160649456,0.005372866267093934,0.04100308501564559,1.0,2.4225331048448036,0.0,240,240,236,4,3.8852389510000194,3.8852389510000194,38864896,65777.74262116327,6.326464565267307e-14,0,runs/p23-s3013-random_full/selected.npz
23,3013,unmodified,0,0.8666666666666667,13,15,0.15110785027124216,0.00023145837796360869,0.04139758156418621,0.75,0.1281366287163454,-0.1166666666666667,60,60,59,1,,,,65718.3883237145,7.326378901580201e-14,0,runs/p23-s3013-random_full/unmodified.npz
23,3013,bank,992,1.0,15,15,2.708294846142702,0.00617222549620655,0.040935325059747577,1.0,2.658938414636996,0.0,60,261.0,59,1,1.226548471000001,4.385846788650001,32387584,65771.58106012034,6.388577770171337e-14,0,runs/p23-s3013-bank/selected.npz
23,3013,greedy_probe,832,1.0,15,15,2.016198854869315,0.00410676644425862,0.041059366671109945,1.0,1.9478069003586005,0.0,258,258,239,19,4.087736991999975,4.087736991999975,71898624,65787.40165634641,7.393106064002405e-14,0,runs/p23-s3013-greedy_probe/selected.npz
23,3014,random_full,14,1.0,15,15,2.586927258153904,0.003866507135917346,0.041194468558297614,1.0,2.6180654549274864,0.0,240,240,236,4,3.8330907289999914,3.8330907289999914,38864896,65856.95529020148,6.649955529859382e-14,0,runs/p23-s3014-random_full/selected.npz
23,3014,unmodified,0,1.0,15,15,1.6655303617169952,0.0028438311020074682,0.041229524479278856,1.0,1.731126430711667,0.0,60,60,59,1,,,,65809.7265896439,7.118585740330538e-14,0,runs/p23-s3014-random_full/unmodified.npz
23,3014,random_probe,14,1.0,15,15,2.586927258153904,0.003866507135917346,0.041194468558297614,1.0,2.6180654549274864,0.0,258,258,239,19,4.413238041,4.413238041,71898624,65856.95529020148,6.649955529859382e-14,0,runs/p23-s3014-random_probe/selected.npz
23,3014,bank,6,1.0,15,15,2.7002825125470227,0.004028307845275258,0.04118474371668204,1.0,2.733688353173252,0.0,60,261.0,59,1,1.1289373740000315,4.288235691650032,32387584,65858.95596446631,7.066732746975644e-14,0,runs/p23-s3014-bank/selected.npz
23,3014,greedy_probe,6,1.0,15,15,2.7002825125470227,0.004028307845275258,0.04118474371668204,1.0,2.733688353173252,0.0,258,258,239,19,3.8350502090000305,3.8350502090000305,71898624,65858.95596446631,7.066732746975644e-14,0,runs/p23-s3014-greedy_probe/selected.npz
23,3015,random_full,0,1.0,15,15,1.8912581320695898,0.0008745519112882215,0.04151417016749689,1.0,1.8448332974041295,0.0,240,240,236,4,3.8211837040000205,3.8211837040000205,38864896,65197.912590068474,6.381186929911618e-14,0,runs/p23-s3015-random_full/selected.npz
23,3015,unmodified,0,1.0,15,15,1.8912581320695898,0.0008745519112882215,0.04151417016749689,1.0,1.8448332974041295,0.0,60,60,59,1,,,,65197.912590068474,6.381186929911618e-14,0,runs/p23-s3015-random_full/unmodified.npz
23,3015,random_probe,87,1.0,15,15,2.332920147496665,0.0011275931111511804,0.04150330251275229,1.0,2.1601135445940916,0.0,258,258,239,19,4.029499665000003,4.029499665000003,71898624,65163.86755423192,6.904828031769227e-14,0,runs/p23-s3015-random_probe/selected.npz
23,3015,greedy_probe,50,1.0,15,15,2.82184258022614,0.001201986610304832,0.04150081526035859,1.0,2.8175067667186733,0.0,258,258,239,19,4.2360042949999865,4.2360042949999865,71898624,65189.9613717426,7.573169537213236e-14,0,runs/p23-s3015-greedy_probe/selected.npz
23,3015,bank,50,1.0,15,15,2.82184258022614,0.001201986610304832,0.04150081526035859,1.0,2.8175067667186733,0.0,60,261.0,59,1,1.1570482670000501,4.31634658465005,32387584,65189.9613717426,7.573169537213236e-14,0,runs/p23-s3015-bank/selected.npz
23,3016,greedy_probe,675,1.0,15,15,1.7057970718145028,0.001157103058510757,0.04145394417977157,1.0,1.6616463189264525,0.0,258,258,239,19,3.85678496700001,3.85678496700001,71898624,65198.216993710375,6.969139109027972e-14,0,runs/p23-s3016-greedy_probe/selected.npz
23,3016,random_probe,647,1.0,15,15,1.348884855498665,0.0009873924158857832,0.04145568372672774,1.0,1.2721541086474923,0.0,258,258,239,19,3.827901102999988,3.827901102999988,71898624,65201.62841419493,6.773169883636702e-14,0,runs/p23-s3016-random_probe/selected.npz
23,3016,random_full,647,1.0,15,15,1.348884855498665,0.0009873924158857832,0.04145568372672774,1.0,1.2721541086474923,0.0,240,240,236,4,3.692553172000032,3.692553172000032,38864896,65201.62841419493,6.773169883636702e-14,0,runs/p23-s3016-random_full/selected.npz
23,3016,unmodified,0,0.06666666666666667,1,15,-0.39017623760879516,-0.0001989607417030521,0.041589710470674,0.0,-0.5212318866048393,-0.06666666666666667,60,60,59,1,,,,65169.229919907644,6.324747585830277e-14,0,runs/p23-s3016-random_full/unmodified.npz
23,3016,bank,675,1.0,15,15,1.7057970718145028,0.001157103058510757,0.04145394417977157,1.0,1.6616463189264525,0.0,60,261.0,59,1,0.9876548780000007,4.146953195650001,32387584,65198.216993710375,6.969139109027972e-14,0,runs/p23-s3016-bank/selected.npz
23,3017,bank,753,1.0,15,15,2.199825994833229,0.0033412277907679025,0.041232428851471506,1.0,2.1981626826480243,0.0,60,261.0,59,1,1.0429515769999966,4.202249894649997,32387584,65752.42645215859,6.992634213659052e-14,0,runs/p23-s3017-bank/selected.npz
23,3017,random_probe,771,1.0,15,15,1.5185816831398038,0.0027837553146335533,0.041206251490448986,1.0,1.509402937702866,0.0,258,258,239,19,3.8535270249999485,3.8535270249999485,71898624,65756.11082057272,6.823325733658698e-14,0,runs/p23-s3017-random_probe/selected.npz
23,3017,random_full,465,1.0,15,15,1.3217630939257594,0.001963362724918782,0.041310652995240865,1.0,1.3315891002355755,0.0,240,240,236,4,3.673715028999993,3.673715028999993,38864896,65732.27714383513,6.817206768970991e-14,0,runs/p23-s3017-random_full/selected.npz
23,3017,unmodified,0,0.6666666666666666,10,15,-0.011045432546234484,-1.833021916452793e-05,0.04140844454062337,0.375,-0.026064360420384645,-0.29166666666666663,60,60,59,1,,,,65770.66077508,7.179641126237369e-14,0,runs/p23-s3017-random_full/unmodified.npz
23,3017,greedy_probe,540,1.0,15,15,1.3987674348823702,0.0022554508865351617,0.041275087046694935,1.0,1.5042153183695863,0.0,258,258,239,19,3.9061996049999834,3.9061996049999834,71898624,65713.65365299108,6.85858835517772e-14,0,runs/p23-s3017-greedy_probe/selected.npz
23,3018,random_full,0,1.0,15,15,1.521526300558389,0.0018751236884830698,0.0413378329129733,1.0,1.5024705724811205,0.0,240,240,236,4,3.702682256999992,3.702682256999992,38864896,65535.890678935786,6.36226791082266e-14,0,runs/p23-s3018-random_full/selected.npz
23,3018,unmodified,0,1.0,15,15,1.521526300558389,0.0018751236884830698,0.0413378329129733,1.0,1.5024705724811205,0.0,60,60,59,1,,,,65535.890678935786,6.36226791082266e-14,0,runs/p23-s3018-random_full/unmodified.npz
23,3018,greedy_probe,197,1.0,15,15,2.120906602230819,0.0028666316103202207,0.04127189341401045,1.0,2.199064691213961,0.0,258,258,239,19,3.9424407520000386,3.9424407520000386,71898624,65527.186050805365,6.708597339434161e-14,0,runs/p23-s3018-greedy_probe/selected.npz
23,3018,bank,197,1.0,15,15,2.120906602230819,0.0028666316103202207,0.04127189341401045,1.0,2.199064691213961,0.0,60,261.0,59,1,0.9957016989999943,4.1550000166499945,32387584,65527.186050805365,6.708597339434161e-14,0,runs/p23-s3018-bank/selected.npz
23,3018,random_probe,485,1.0,15,15,1.6911989534834482,0.0022279740471952097,0.041311974432394975,1.0,1.709698056919026,0.0,258,258,239,19,3.839150681000035,3.839150681000035,71898624,65549.34494246102,6.804561231294996e-14,0,runs/p23-s3018-random_probe/selected.npz
23,3019,bank,526,1.0,15,15,2.500613573510816,0.0038882136168711706,0.04117376146904692,1.0,2.537422119699647,0.0,60,261.0,59,1,0.9404704510000101,4.09976876865001,32387584,65989.50134860886,6.726884098222758e-14,0,runs/p23-s3019-bank/selected.npz
23,3019,random_full,609,1.0,15,15,1.3463822035726034,0.00237680107599963,0.04126452289857632,1.0,1.4207536480978136,0.0,240,240,236,4,3.475560341000005,3.475560341000005,38864896,65924.45324324141,6.517365048681076e-14,0,runs/p23-s3019-random_full/selected.npz
23,3019,unmodified,0,1.0,15,15,0.5859772586004268,0.001369886455832566,0.041148654789833435,1.0,0.6464564982376764,0.0,60,60,59,1,,,,65950.2706529174,6.930401058477056e-14,0,runs/p23-s3019-random_full/unmodified.npz
23,3019,random_probe,654,1.0,15,15,2.3761372810227326,0.0034537537333013723,0.041213390755149404,1.0,2.4066556417674807,0.0,258,258,239,19,3.6832440169999927,3.6832440169999927,71898624,65991.0144141646,6.266049925284298e-14,0,runs/p23-s3019-random_probe/selected.npz
23,3019,greedy_probe,522,1.0,15,15,2.5029500849735142,0.0038996653310027765,0.0411735051026528,1.0,2.538978636394858,0.0,258,258,239,19,3.863425576999987,3.863425576999987,71898624,65990.27828597867,6.299384747425919e-14,0,runs/p23-s3019-greedy_probe/selected.npz
