p,seed,signal,predicted_acc,constant_acc,circulant_fraction,frequency_concentration,spectral_fraction,effective_rank,centered_energy_fraction
17,135,0.9379988044664559,0.9656862745098039,0.7102941176470589,0.057272954686841036,0.3488447969327391,0.19227531608279397,7.872905921649569,0.8430880756771826
17,136,2.006689591773609,1.0,0.7102941176470589,0.08941521632265872,0.4159414543549428,0.223336533567794,7.26239103998026,0.874430096689526
17,137,1.2290552312853251,0.9656862745098039,0.7102941176470589,0.05927844669187146,0.22465505552593143,0.1743136960865181,8.330667300718764,0.9097685386576944
17,138,0.39610821963097875,0.8529411764705883,0.7102941176470589,0.03321335539212984,0.3182569472946516,0.1546733972932219,9.780967795628495,0.9064186554051792
17,139,1.9163820095641404,1.0,0.7102941176470589,0.09392143908950569,0.26990311775269443,0.18722653151561142,8.473272214210635,0.8999735285978506
17,140,0.1961847343224538,0.699953245329146,0.7102941176470589,0.08959722523869135,0.3243132403276194,0.17406534769727613,9.039940997526868,0.8893350734851042
17,141,0.5940854531398512,0.9176470588235294,0.7102941176470589,0.08646233926183099,0.3348339104301024,0.18727528179615255,8.183451395638949,0.7805133610017615
17,142,0.4946561014938625,0.8853502624388927,0.7102941176470589,0.1269410744716681,0.5774428971843,0.18971950284408245,8.136493188862934,0.9253762688071718
17,143,-0.2189739642007274,0.0392156862745098,0.7102941176470589,0.0657647651532707,0.580115938050924,0.1911296653353229,7.902858838963668,0.8457435686176924
17,144,0.8001351820577841,0.9656862745098039,0.7102941176470589,0.04382898915752534,0.5599428681730799,0.16868246742127588,8.635660279016584,0.9392694737839956
17,145,-1.044692537193753,0.0,0.7102941176470589,0.09570627431692857,0.5453262842003904,0.1887741470725941,8.229150842919882,0.9099353878159366
17,146,0.5872045023651203,0.9176470588235294,0.7102941176470589,0.10484257926933477,0.35033221942491105,0.17855840341550303,8.204447856573513,0.8823942535199868
17,147,0.0026064226299807617,0.17647058823529413,0.7102941176470589,0.020256654704553373,0.549776735404419,0.188185043547399,8.191414762860475,0.8810806625747727
17,148,1.51568988252534,1.0,0.7102941176470589,0.0250968198373202,0.4553579254463916,0.16218659488311576,9.677134203177813,0.8610343854337208
17,149,0.6763742084620132,0.9294623405937834,0.7102941176470589,0.03853734408654246,0.5717465856072705,0.14897568466094413,9.196165621221079,0.8925610399680336
23,100,1.5261462883960164,1.0,0.7102941176470589,0.05240278615885068,0.26566734911690815,0.14952845154832703,10.974645058882603,0.897943360389654
23,101,1.5765043791365951,1.0,0.7102941176470589,0.0464020425682002,0.25496046924669014,0.15083995677187703,10.686105222111934,0.9492927428795703
23,102,-0.030245133068455637,0.17647058823529413,0.7102941176470589,0.04082287705165535,0.3217028722087673,0.13734696328880142,12.074089051478975,0.9168326654103807
23,103,0.8902628650424332,0.9656862745098039,0.7102941176470589,0.03025140818015895,0.3461175697255501,0.1522807279200666,10.249529642117606,0.8912388082531613
23,104,0.6566907897763453,0.9199519252449049,0.7102941176470589,0.01985884970126897,0.2270015034963069,0.15410562854003682,10.435242071345717,0.9192744104919808
23,105,-0.5598087375057844,0.008747456573107323,0.7102941176470589,0.04360375176771844,0.45519935051697824,0.15178395538398945,11.087882477333494,0.9290421117548315
23,106,1.3033803250700489,0.9656862745098039,0.7102941176470589,0.040381566880318374,0.4370778967730526,0.1306983001008995,11.707969963397055,0.8861493058313973
23,107,0.7586514858606215,0.9656862745098039,0.7102941176470589,0.0431634008282046,0.38406626504700625,0.12901221845106703,11.382950073029553,0.9094079615943975
23,108,0.30219360587724836,0.8529411764705883,0.7102941176470589,0.07625963739374399,0.2919471188992798,0.14310794116769726,11.71519423404539,0.9505057085098814
23,109,1.5469733781212378,1.0,0.7102941176470589,0.06300362150120144,0.32840292482383004,0.14067667549087845,10.510596977319178,0.9458010560434538
23,110,1.442319238385722,1.0,0.7102941176470589,0.04685252689937293,0.4045570525065457,0.13326887239185609,11.37565985251203,0.9311927522860736
23,111,0.4269815690524314,0.8529411764705883,0.7102941176470589,0.0314297658457133,0.47188174572267044,0.1367388622041985,11.53626525722971,0.838866929296804
23,112,0.3893060150924351,0.8529411764705883,0.7102941176470589,0.056819251393544226,0.4593660900784236,0.13188873480325367,12.334297634693414,0.9287632875566496
23,113,0.826099214375265,0.9656862745098039,0.7102941176470589,0.02897593064104871,0.22740504227954292,0.15356079974174547,10.506358126092776,0.906017470286959
23,114,1.5582304272501177,1.0,0.7102941176470589,0.06602134274621604,0.48064098756304713,0.14762086049905163,11.521990715956639,0.9351011247357375
23,115,0.7449057446676554,0.962574646145,0.7102941176470589,0.02440158555337469,0.3418027169157195,0.1627751203674071,10.274111008879164,0.9039539758865591
23,116,1.560153134621709,1.0,0.7102941176470589,0.07943018719077637,0.30256684204012585,0.1547098138212173,11.437051989057599,0.9187619372331028
23,117,1.2053726156429379,0.9656862745098039,0.7102941176470589,0.04221763180248839,0.33357989848390857,0.15529165360983058,10.71806593672366,0.870746827483906
23,118,2.5841047777899915,1.0,0.7102941176470589,0.03342285944846249,0.29833293484392376,0.14170220481240903,11.064507788369365,0.938563846524618
23,119,0.8249635718970684,0.9656862745098039,0.7102941176470589,0.055299787215830655,0.4909676821776227,0.13590684259382013,12.141357460354087,0.9148938601291169
23,120,1.3012540867183282,0.9656862745098039,0.7102941176470589,0.06551857791306227,0.38407585645317427,0.14003130677283726,11.284523188568132,0.903275971639655
23,121,0.31935609215057353,0.8529411764705883,0.7102941176470589,0.061647196204760515,0.2797141000981968,0.13984674012499423,11.51281681257336,0.8966232288021123
23,122,1.520204897994541,1.0,0.7102941176470589,0.06279949858130326,0.5110935294218923,0.13587719413142849,11.416517546398792,0.8911236672999455
23,123,0.10451077786000786,0.40652867302668916,0.7102941176470589,0.022405001936637425,0.32426375965549703,0.13887359126134421,11.236308278867943,0.9256453058788318
23,124,-0.3041978176275794,0.0392156862745098,0.7102941176470589,0.05483495459786906,0.3229338407210279,0.12912324894226943,12.804541918886317,0.9108996100135438
23,125,0.11983023857250527,0.4431979145806919,0.7102941176470589,0.04102694160708517,0.5432622845635645,0.1299479020464874,11.90204987411886,0.9163962083831689
23,126,0.1592929050902474,0.5592693673055544,0.7102941176470589,0.07972669695205267,0.4622246328322587,0.13404905068386547,11.544480729410514,0.937861404729781
23,127,-1.0272370868470406,0.0,0.7102941176470589,0.032329103150535145,0.615413157441651,0.1375630043316818,11.261235839754464,0.932233903269698
23,128,1.8672371681670825,1.0,0.7102941176470589,0.02469631161708703,0.37486629288651246,0.11884778128241216,12.283899376099663,0.9364523060081953
23,129,1.7029300175009745,1.0,0.7102941176470589,0.03254065213646941,0.40117504818645944,0.16832134989640085,9.98543822737306,0.9010172796024103
