p,seed,actual_acc,predicted_acc,accuracy_error_pp,error_test_quanta,observed_profile_margin,predicted_profile_margin,observed_normalized_profile_margin,predicted_normalized_profile_margin,mean_pointwise_margin,profile_rms,profile_margin_error
23,118,1.0,1.0,0.0,0.0,0.0031652152414616552,0.0031484729509285406,2.578266428101613,2.5841047777899924,0.0030621102172529737,0.001227652505948431,-1.674229053311464e-05
23,119,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.001544498254628185,0.0014350072804027226,0.8862532203817429,0.8249635718970686,0.0014604693747882324,0.0017427279462667688,-0.0001094909742254623
23,120,1.0,0.9656862745098039,3.4313725490196068,0.7892156862745096,0.003704871426355283,0.00362758698727414,1.290598172496431,1.3012540867183282,0.0035336231031928168,0.0028706622288088885,-7.728443908114292e-05
23,121,0.9565217391304348,0.8529411764705883,10.35805626598465,2.3823529411764692,0.0005172718144236255,0.0002703593441980821,0.5844328004231228,0.3193560921505721,0.00042501408141731623,0.0008850834758917132,-0.00024691247022554336
23,122,1.0,1.0,0.0,0.0,0.003495223722663976,0.0033648141994035334,1.5302160369988944,1.520204897994541,0.003310444454007081,0.00228413742775753,-0.00013040952326044252
23,123,0.6086956521739131,0.40652867302668916,20.216697914722392,4.64984052038615,8.213029139923778e-05,6.195077071911317e-05,0.13038559305061184,0.10451077786000794,1.37552807018669e-05,0.0006299031164229719,-2.017952068012461e-05
23,124,0.0,0.0392156862745098,3.9215686274509802,0.9019607843137255,-0.0003733061462335638,-0.0003114112980226395,-0.37951957016650023,-0.3041978176275801,-0.0004957046012648497,0.000983628185681675,6.18948482109243e-05
23,125,0.7391304347826086,0.4431979145806919,29.593252020191674,6.806447964644085,0.00016856411114903047,0.00018689990817707903,0.10905069151125964,0.11983023857250563,7.34431692554373e-05,0.0015457408734691608,1.833579702804856e-05
23,126,0.9565217391304348,0.5592693673055544,39.72523718248804,9.136804551972249,0.0005126798027958734,0.00045919595285535963,0.17905783844214831,0.15929290509024743,0.00038264488020860367,0.002863207817408758,-5.3483849940513806e-05
23,127,0.0,0.0,0.0,0.0,-0.0005964936349671449,-0.000608348150698579,-0.958642461596299,-1.0272370868470406,-0.0006734017056565946,0.0006222274297905435,-1.1854515731434174e-05
23,128,1.0,1.0,0.0,0.0,0.0009398514913663072,0.000953537025929033,1.9428917467432312,1.867237168167082,0.0007937386300857183,0.00048373847536371063,1.3685534562725725e-05
23,129,1.0,1.0,0.0,0.0,0.002183295353818497,0.0022319237986491184,1.6877801824757739,1.7029300175009738,0.002102876436869296,0.0012935898741362523,4.8628444830621335e-05
